NOME_SUBTIPO_DE_CURSOS,CODIGO_CURSO,CURSO,EIXO_TECNOLOGICO,MODALIDADE,CARGA_HORARIA_CURSO,SITUACAO_ATIVO,CODIGO_UNIDADE_DE_ENSINO,UNIDADE_DE_ENSINO,UF,CODIGO_MUNICIPIO,MUNICIPIO
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46774,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BARREIRAS/BA,BA,2903201,Barreiras
Técnico,6,Técnico em Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,25102,CENTRO UNIVERSITÁRIO GAMA E SOUZA CAMPUS III - BONSUCESSO,RJ,3304557,Rio de Janeiro
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46847,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NATAL/RN - UNIDADE 1,RN,2408102,Natal
Técnico,65,Técnico em Vendas,Gestão e Negócios,Educação Presencial,800,t,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46800,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE ESTÂNCIA VELHA/RS,RS,4307609,Estância Velha
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46878,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO LOURENÇO DO SUL/RS,RS,4318804,São Lourenço do Sul
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31524,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Camaquã/RS,RS,4303509,Camaquã
Técnico,232036,Técnico em Tradução e Interpretação de Libras,Desenvolvimento Educacional e Social,null,1200,t,43426,CENTRO UNIVERSITÁRIO DO NORTE - uninorte - Unidade de Ensino XV,AM,1302603,Manaus
Técnico,15,Técnico em Massoterapia,Ambiente e Saúde,Educação Presencial,1200,t,29633,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL - CAMPUS: EDIFICIO SEDE,DF,5300108,Brasília
Técnico,43,Técnico em Mecânica,Controle e Processos Industriais,Educação Presencial,1200,t,32174,UNIVERSIDADE NOVE DE JULHO - VILA PRUDENTE - CAMPUS SÃO PAULO,SP,3550308,São Paulo
Técnico,39,Técnico em Eletrônica,Controle e Processos Industriais,Educação Presencial,1200,t,47159,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA (UNIFOA) - CAMPUS - VOLTA REDONDA - TRÊS POÇOS,RJ,3306305,Volta Redonda
Técnico,50,TÉCNICO EM ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,46467,FACULDADE DE TECNOLOGIA FINACI (FINACI) - SEDE,SP,3550308,São Paulo
Técnico,75,Técnico em Manutenção e Suporte em Informática,Informação e Comunicação,Educação Presencial,1000,t,50099,FACULDADE SENAC GOIÁS - CAMPOS SANTA GENOVEVA,GO,5208707,Goiânia
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46852,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE OSÓRIO/RS,RS,4313508,Osório
Técnico,40,Técnico em Eletrotécnica,Controle e Processos Industriais,Educação Presencial,1200,t,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46838,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE LUÍS EDUARDO MAGALHÃES/BA,BA,2919553,Luís Eduardo Magalhães
Técnico,50,TÉCNICO EM ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,50240,Centro Universitário Fametro ( Unifametro) - CAMPUS CARNEIRO DA CUNHA,CE,2304400,Fortaleza
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46858,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE PESQUEIRA/PE,PE,2610905,Pesqueira
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46848,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NITERÓI/RJ,RJ,3303302,Niterói
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46894,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE VENÂNCIO AIRES/RS,RS,4322608,Venâncio Aires
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46805,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE FORTALEZA/CE,CE,2304400,Fortaleza
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46829,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE JAÍBA/MG,MG,3135050,Jaíba
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,31239,FACULDADE DO NOROESTE DE MINAS - SEDE - POLO PARACATU,MG,3147006,Paracatu
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46867,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ROLIM DE MOURA/RO,RO,1100288,Rolim de Moura
Técnico,27,Técnico em Segurança do Trabalho,Segurança,Educação Presencial,1200,t,46693,FACULDADE DE CIÊNCIAS E SAÚDE EDUFOR - CAMPUS TURU,MA,2111300,São Luís
Técnico,47,Técnico em Química,Produção Industrial,Educação Presencial,1200,t,24468,FACULDADE DE AMERICANA - CAMPUS: CAMPUS - AMERICANA - JARDIM LUCIENE,SP,3501608,Americana
Técnico,1,Técnico em Agente Comunitário de Saúde,Ambiente e Saúde,Educação Presencial,1200,t,50110,CLARETIANO - FACULDADE DE BOA VISTA - CAMPUS PRINCIPAL,RR,1400100,Boa Vista
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46851,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NOVO HAMBURGO/RS,RS,4313409,Novo Hamburgo
Técnico,54,Técnico em Cooperativismo,Gestão e Negócios,Educação Presencial,800,t,46818,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,SC,4207502,Indaial
Técnico,55,Técnico em Finanças,Gestão e Negócios,Educação Presencial,800,t,47002,FACULDADE TRÊS MARIAS (FTM) - PEDRO AFONSO (POLO EAD),TO,1716505,Pedro Afonso
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46886,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SOBRAL/CE,CE,2312908,Sobral
Técnico,32,Técnico em Multimeios Didáticos,Desenvolvimento Educacional e Social,Educação Presencial,1200,t,50002,FACULDADE DE ENSINO SUPERIOR PELEGRINO CIPRIANI - FASPEC,MT,5103403,Cuiabá
Técnico,124,Técnico em Confeitaria,Produção Alimentícia,Educação Presencial,800,t,24227,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU - CAMPUS: BLOCO B,PE,2611606,Recife
Técnico,65,Técnico em Vendas,Gestão e Negócios,Educação Presencial,800,t,49947,FACULDADE ACESITA - FACESITA,MG,3168705,Timóteo
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,30825,Centro Universitário de Excelência (UNEX) - CAMPUS - FEIRA DE SANTANA - SIM,BA,2910800,Feira de Santana
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46811,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE GRAVATAÍ/RS,RS,4309209,Gravataí
Técnico,43,Técnico em Mecânica,Controle e Processos Industriais,Educação Presencial,1200,t,42140,FACULDADE CNEC RIO DAS OSTRAS - Sede,RJ,3304524,Rio das Ostras
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46898,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE VITÓRIA DA CONQUISTA/BA,BA,2933307,Vitória da Conquista
Técnico,378709,TÉCNICO EM DEPENDÊNCIA QUÍMICA,Ambiente e Saúde,null,1200,t,41973,FACULDADE DO VALE DO JAGUARIBE - CAMPUS FVJ - SEDE - CAMPUS SEDE FVJ,CE,2301109,Aracati
Técnico,51,Técnico em Comércio,Gestão e Negócios,Educação Presencial,800,t,46486,FACULDADE JARDINS,SE,2800308,Aracaju
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46843,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE MAUÉS/AM,AM,1302900,Maués
Técnico,6,Técnico em Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,47165,UNIVERSIDADE DO OESTE DE SANTA CATARINA - unoesc - CAMPUS SÃO MIGUEL DO OESTE,SC,4217204,São Miguel do Oeste
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46834,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE LAGES/SC,SC,4209300,Lages
Técnico,39,Técnico em Eletrônica,Controle e Processos Industriais,Educação Presencial,1200,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo
Técnico,28,Técnico em Vigilância em Saúde,Ambiente e Saúde,Educação Presencial,1200,t,25091,CENTRO UNIVERSITÁRIO METODISTA - CAMPUS: UNIDADE CENTRAL IPA,RS,4314902,Porto Alegre
Técnico,57,Técnico em Marketing,Gestão e Negócios,Educação Presencial,800,t,31524,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - Polo de Apoio Presencial de Camaquã/RS,RS,4303509,Camaquã
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46826,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ITAPAJÉ/CE,CE,2306306,Itapagé
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46872,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SANTO ESTÊVÃO/BA,BA,2928802,Santo Estêvão
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46823,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - uniasselvi - POLO DE APOIO PRESENCIAL DE ITACOATIARA/AM,AM,1301902,Itacoatiara
Técnico,9,Técnico em Farmácia,Ambiente e Saúde,Educação Presencial,1200,t,24114,UNIVERSIDADE CATÓLICA DE BRASÍLIA - UCB - BRASÍLIA,DF,5300108,Brasília
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46773,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BARRAS/PI,PI,2201200,Barras
Técnico,36,Técnico em Automação Industrial,Controle e Processos Industriais,Educação Presencial,1200,t,46733,CENTRO UNIVERSITÁRIO FACENS (UniFACENS) - 	Unidade SEDE,SP,3552205,Sorocaba
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46789,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CAPITÃO POÇO/PA,PA,1502301,Capitão Poço
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46879,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO LUÍS/MA - UNIDADE 2,MA,2111300,São Luís
Técnico,76,Técnico em Programação de Jogos Digitais,Informação e Comunicação,Educação Presencial,1000,t,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46791,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CASTANHAL/PA,PA,1502400,Castanhal
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos
Técnico,36,Técnico em Automação Industrial,Controle e Processos Industriais,Educação Presencial,1200,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo
Técnico,92,Técnico em Saneamento,Infraestrutura,Educação Presencial,1200,t,46720,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO - UNESC - unidade sede,ES,3201506,Colatina
Técnico,34,TÉCNICO EM SECRETARIA ESCOLAR,Desenvolvimento Educacional e Social,Educação Presencial,800,t,50002,FACULDADE DE ENSINO SUPERIOR PELEGRINO CIPRIANI - FASPEC,MT,5103403,Cuiabá
Técnico,232034,Técnico em Serviços Jurídicos,Gestão e Negócios,null,800,t,24766,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA- POLO GRAVATAÍ,RS,4309209,Gravataí
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46869,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SANTO AMARO DA IMPERATRIZ/SC,SC,4215703,Santo Amaro da Imperatriz
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,t,50025,CENTRO UNIVERSITÁRIO CEUNI - FAMETRO - UNIDADE 6 (ZONA LESTE),AM,1302603,Manaus
Técnico,173,Técnico em Agronegócio,Recursos Naturais,Educação Presencial,1200,t,24959,UNIÃO DAS FACULDADES DOS GRANDES LAGOS - UNILAGO - CAMPUS SÃO JOSÉ DO RIO PRETO,SP,3549805,São José do Rio Preto
Técnico,61,Técnico em Seguros,Gestão e Negócios,Educação Presencial,800,t,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46815,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - uniasselvi - POLO DE APOIO PRESENCIAL DE IBIRAMA/SC,SC,4206900,Ibirama
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24585,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - POLO SANTA MARIA,RS,4316907,Santa Maria
Técnico,57,Técnico em Marketing,Gestão e Negócios,Educação Presencial,800,t,46834,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE LAGES/SC,SC,4209300,Lages
Técnico,50,TÉCNICO EM ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,50105,Centro Universitário de Tecnologia de Curitiba -  UNIFATEC - SEDE,PR,4106902,Curitiba
Técnico,173,Técnico em Agronegócio,Recursos Naturais,Educação Presencial,1200,t,24885,UNIVERSIDADE CESUMAR (UNICESUMAR) - MARINGÁ,PR,4115200,Maringá
Técnico,27,Técnico em Segurança do Trabalho,Segurança,Educação Presencial,1200,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo
Técnico,57,Técnico em Marketing,Gestão e Negócios,Educação Presencial,800,t,46886,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SOBRAL/CE,CE,2312908,Sobral
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46651,FACULDADE QI BRASIL,RS,4309209,Gravataí
Técnico,6,Técnico em Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,46673,FACULDADE VIA SAPIENS - fvs - campus principal,CE,2313401,Tianguá
Técnico,232050,Técnico em Cuidados de Idosos,Ambiente e Saúde,null,800,t,50244,UNIVERSIDADE PARANAENSE (UNIPAR) - CIANORTE,PR,4105508,Cianorte
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46771,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BALNEÁRIO PIÇARRAS/SC,SC,4212809,Balneário Piçarras
Técnico,57,Técnico em Marketing,Gestão e Negócios,Educação Presencial,800,t,46805,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE FORTALEZA/CE,CE,2304400,Fortaleza
Técnico,73,Técnico em Informática,Informação e Comunicação,Educação Presencial,1200,t,24284,CENTRO UNIVERSITÁRIO UNIFTEC - CAMPUS: UNIDADE SEDE,RS,4305108,Caxias do Sul
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,t,25017,Centro Universitário de Excelência Eniac - ENIAC - ENDEREÇO SEDE,SP,3518800,Guarulhos
Técnico,6,Técnico em Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,49377,FACULDADE SANTA MARCELINA,SP,3550308,São Paulo
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46797,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - Polo de Apoio Presencial de Concórdia/SC,SC,4204301,Concórdia
Técnico,28,Técnico em Vigilância em Saúde,Ambiente e Saúde,Educação Presencial,1200,t,31199,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS - SANTO AMARO,SP,3550308,São Paulo
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,t,46693,FACULDADE DE CIÊNCIAS E SAÚDE EDUFOR - CAMPUS TURU,MA,2111300,São Luís
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46806,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (uniasselvi) - Polo de Apoio Presencial de Franca/SP,SP,3516200,Franca
Técnico,57,Técnico em Marketing,Gestão e Negócios,Educação Presencial,800,t,46851,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE NOVO HAMBURGO/RS,RS,4313409,Novo Hamburgo
Técnico,9,Técnico em Farmácia,Ambiente e Saúde,Educação Presencial,1200,t,50241,UNIVERSIDADE PARANAENSE - UNIPAR - TOLEDO,PR,4127700,Toledo
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46807,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - UNIASSELVI - POLO DE APOIO PRESENCIAL DE FRANCISCO BELTRÃO/PR,PR,4108403,Francisco Beltrão
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,24613,UNIVERSIDADE LUTERANA DO BRASIL - ULBRA - CAMPUS CANOAS,RS,4304606,Canoas
Técnico,60,Técnico em Secretariado,Gestão e Negócios,Educação Presencial,800,t,47002,FACULDADE TRÊS MARIAS (FTM) - PEDRO AFONSO (POLO EAD),TO,1716505,Pedro Afonso
Técnico,57,Técnico em Marketing,Gestão e Negócios,Educação Presencial,800,t,50142,FACULDADE MURIALDO,RS,4305108,Caxias do Sul
Técnico,40,Técnico em Eletrotécnica,Controle e Processos Industriais,Educação Presencial,1200,t,30451,UNIVERSIDADE PITÁGORAS UNOPAR - LONDRINA/PR - PIZA - SEDE,PR,4113700,Londrina
Técnico,55,Técnico em Finanças,Gestão e Negócios,Educação Presencial,800,t,46724,FACULDADE TRÊS MARIAS,PB,2507507,João Pessoa
Técnico,378759,TÉCNICO EM PLANEJAMENTO E CONTROLE DA PRODUÇÃO,Produção Industrial,null,800,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46815,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - uniasselvi - POLO DE APOIO PRESENCIAL DE IBIRAMA/SC,SC,4206900,Ibirama
Técnico,74,Técnico em Informática para Internet,Informação e Comunicação,Educação Presencial,1000,t,46651,FACULDADE QI BRASIL,RS,4309209,Gravataí
Técnico,6,Técnico em Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,50089,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP - SETOR INDUSTRIAL,MT,5107909,Sinop
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,29633,CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL - CAMPUS: EDIFICIO SEDE,DF,5300108,Brasília
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46651,FACULDADE QI BRASIL,RS,4309209,Gravataí
Técnico,6,Técnico em Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,24844,FACULDADE PITÁGORAS DE BETIM - CAMPUS: CAMPUS - BETIM - BETIM,MG,3106705,Betim
Técnico,50,TÉCNICO EM ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,24461,UNIVERSIDADE CRUZEIRO DO SUL - CAMPUS: UNIDADE SEDE,SP,3550308,São Paulo
Técnico,6,Técnico em Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,31571,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA - CAMPUS  - SÃO CARLOS - JD. CENTENÁRIO - CAMPUS SÃO CARLOS,SP,3548906,São Carlos
Técnico,75,Técnico em Manutenção e Suporte em Informática,Informação e Comunicação,Educação Presencial,1000,t,31769,Universidade Universus Veritas Guarulhos - Univeritas UNG - Guarulhos Centro,SP,3518800,Guarulhos
Técnico,16,Técnico em Meio Ambiente,Ambiente e Saúde,Educação Presencial,1200,t,24227,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU - CAMPUS: BLOCO B,PE,2611606,Recife
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46771,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BALNEÁRIO PIÇARRAS/SC,SC,4212809,Balneário Piçarras
Técnico,6,Técnico em Enfermagem,Ambiente e Saúde,Educação Presencial,1200,t,43111,UNIVERSIDADE DA AMAZÔNIA - UNAMA - campus sede,PA,1501402,Belém
Técnico,85,Técnico em Edificações,Infraestrutura,Educação Presencial,1200,t,25014,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - UNIFEOB - Campus II - Mantiqueira,SP,3549102,São João da Boa Vista
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46797,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (UNIASSELVI) - Polo de Apoio Presencial de Concórdia/SC,SC,4204301,Concórdia
Técnico,173,Técnico em Agronegócio,Recursos Naturais,Educação Presencial,1200,t,47098,CENTRO UNIVERSITÁRIO INTERNACIONAL UNINTER - PAP CURITIBA 05,PR,4106902,Curitiba
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46806,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI (uniasselvi) - Polo de Apoio Presencial de Franca/SP,SP,3516200,Franca
Técnico,51,Técnico em Comércio,Gestão e Negócios,Educação Presencial,800,t,50105,Centro Universitário de Tecnologia de Curitiba -  UNIFATEC - SEDE,PR,4106902,Curitiba
Técnico,57,Técnico em Marketing,Gestão e Negócios,Educação Presencial,800,t,46852,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE OSÓRIO/RS,RS,4313508,Osório
Técnico,52,Técnico em Comércio Exterior,Gestão e Negócios,Educação Presencial,800,t,50105,Centro Universitário de Tecnologia de Curitiba -  UNIFATEC - SEDE,PR,4106902,Curitiba
Técnico,378709,TÉCNICO EM DEPENDÊNCIA QUÍMICA,Ambiente e Saúde,null,1200,t,31199,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS - SANTO AMARO,SP,3550308,São Paulo
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46826,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE ITAPAJÉ/CE,CE,2306306,Itapagé
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46872,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SANTO ESTÊVÃO/BA,BA,2928802,Santo Estêvão
Técnico,23,Técnico em Radiologia,Ambiente e Saúde,Educação Presencial,1200,t,31563,FACULDADE REGIONAL DA BAHIA - UNIDADE SEDE - CAMPUS SALVADOR,BA,2927408,Salvador
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46773,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE BARRAS/PI,PI,2201200,Barras
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46823,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - uniasselvi - POLO DE APOIO PRESENCIAL DE ITACOATIARA/AM,AM,1301902,Itacoatiara
Técnico,50,TÉCNICO EM ADMINISTRAÇÃO,Gestão e Negócios,Educação Presencial,800,t,24170,CENTRO UNIVERSITÁRIO DO SUL DE MINAS - UNIS - Cidade Universitária,MG,3170701,Varginha
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46789,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CAPITÃO POÇO/PA,PA,1502301,Capitão Poço
Técnico,10,TÉCNICO EM GERÊNCIA EM SAÚDE,Ambiente e Saúde,Educação Presencial,1200,t,24227,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU - CAMPUS: BLOCO B,PE,2611606,Recife
Técnico,59,Técnico em Recursos Humanos,Gestão e Negócios,Educação Presencial,800,t,46791,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE CASTANHAL/PA,PA,1502400,Castanhal
Técnico,8,Técnico em Estética,Ambiente e Saúde,Educação Presencial,1200,t,24310,UNIVERSIDADE CIDADE DE SÃO PAULO - CAMPUS: UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - POLO NA SEDE,SP,3550308,São Paulo
Técnico,57,Técnico em Marketing,Gestão e Negócios,Educação Presencial,800,t,24218,CENTRO UNIVERSITÁRIO FILADÉLFIA (UNIFIL) - SEDE,PR,4113700,Londrina
Técnico,53,Técnico em Contabilidade,Gestão e Negócios,Educação Presencial,800,t,46879,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI - POLO DE APOIO PRESENCIAL DE SÃO LUÍS/MA - UNIDADE 2,MA,2111300,São Luís
Técnico,232037,Técnico em Produção de Materiais Didáticos Bilíngues em Libras/Língua Portuguesa,Desenvolvimento Educacional e Social,null,1200,t,50002,FACULDADE DE ENSINO SUPERIOR PELEGRINO CIPRIANI - FASPEC,MT,5103403,Cuiabá
